Reference:  277 apertures in PRDOPSSOC-H-015
Comparison: 277 apertures in pre_delivery

Number of modified apertures 277. Significant modifications are listed below.
Differences are reported for any text change
and fractional differences greater than 1e-06

Aperture                        Attribute             Reference            Comparison      Difference    Percent
MIRIM_TALYOT_CUL                XSciScale            0.10887367            0.10906799        0.000194     0.1782
MIRIM_TALYOT_CUL                YSciScale            0.11115952            0.11098026        0.000179     0.1613
MIRIM_TALYOT_CUL               Sci2IdlX10     0.108873655130984     0.109067994029712        0.000194     0.1782
MIRIM_TALYOT_CUL               Sci2IdlX11  0.000111327735602486  0.000188541208878799        0.000077    40.9531
MIRIM_TALYOT_CUL               Sci2IdlX20  6.63322731219025e-06  5.92158458466324e-06        0.000001    10.7285
MIRIM_TALYOT_CUL               Sci2IdlX21 -1.00418164107303e-06 -2.61345902177316e-06        0.000002    61.5765
MIRIM_TALYOT_CUL               Sci2IdlX22  3.38304572084029e-07  3.70241694992569e-07        0.000000     8.6260
MIRIM_TALYOT_CUL               Sci2IdlX30 -6.60749617758754e-09 -6.20352897364909e-09        0.000000     6.1138
MIRIM_TALYOT_CUL               Sci2IdlX31  7.52386284088919e-10  1.81465347390968e-09        0.000000    58.5383
MIRIM_TALYOT_CUL               Sci2IdlX32 -3.40926050527826e-09 -3.09804271921993e-09        0.000000     9.1286
MIRIM_TALYOT_CUL               Sci2IdlX33   9.7837900332178e-11  4.24808844605099e-10        0.000000    76.9690
MIRIM_TALYOT_CUL               Sci2IdlY10  5.92117734493111e-05   -3.853557447159e-06        0.000063   106.5081
MIRIM_TALYOT_CUL               Sci2IdlY11     0.111159462028055     0.110980098561049        0.000179     0.1614
MIRIM_TALYOT_CUL               Sci2IdlY20 -5.78739663580952e-07 -1.18006735945947e-06        0.000001    50.9571
MIRIM_TALYOT_CUL               Sci2IdlY21  4.17755344893088e-08   2.9776685033781e-07        0.000000    85.9704
MIRIM_TALYOT_CUL               Sci2IdlY22 -2.33237373125787e-07 -4.29323451284586e-07        0.000000    45.6733
MIRIM_TALYOT_CUL               Sci2IdlY30  5.03352188324016e-10  8.43217481959973e-10        0.000000    40.3058
MIRIM_TALYOT_CUL               Sci2IdlY31 -2.73140237011763e-09 -2.56539832636524e-09        0.000000     6.0776
MIRIM_TALYOT_CUL               Sci2IdlY32  5.75087375316628e-10  1.45954219403173e-09        0.000000    60.5981
MIRIM_TALYOT_CUL               Sci2IdlY33 -3.95598916409776e-10 -2.29031545339466e-10        0.000000    42.1051

MIRIM_TALYOT_CUR                XSciScale            0.11013117            0.10964468        0.000486     0.4417
MIRIM_TALYOT_CUR                YSciScale            0.11113548            0.11098889        0.000147     0.1319
MIRIM_TALYOT_CUR               Sci2IdlX10     0.110131155269781     0.109644613998919        0.000487     0.4418
MIRIM_TALYOT_CUR               Sci2IdlX11  8.51193633426113e-06  5.51015940849837e-05        0.000047    84.5523
MIRIM_TALYOT_CUR               Sci2IdlX20  4.55848310462726e-06  4.96944447484079e-06        0.000000     8.2698
MIRIM_TALYOT_CUR               Sci2IdlX21 -7.76551406411995e-07 -2.42244433361706e-06        0.000002    67.9435
MIRIM_TALYOT_CUR               Sci2IdlX22 -2.15719043221121e-08  2.11728572956654e-07        0.000000   110.1885
MIRIM_TALYOT_CUR               Sci2IdlX30  -5.6961128019948e-09 -5.77307618135029e-09        0.000000     1.3331
MIRIM_TALYOT_CUR               Sci2IdlX31  6.54504441940923e-10   1.7893972460166e-09        0.000000    63.4232
MIRIM_TALYOT_CUR               Sci2IdlX32 -2.95969161705735e-09 -2.88358452741836e-09        0.000000     2.5715
MIRIM_TALYOT_CUR               Sci2IdlX33   9.7020133325224e-11  4.30632069031384e-10        0.000000    77.4703
MIRIM_TALYOT_CUR               Sci2IdlY10 -4.65730622762423e-05 -0.000121925043601093        0.000075    61.8019
