Reference:  320 apertures in PRDOPSSOC-051
Comparison: 320 apertures in pre-delivery

Number of modified apertures 9. Significant modifications are listed below.
Differences are reported for any text change
and fractional differences greater than 1e-06

Aperture                        Attribute             Reference            Comparison      Difference    Percent
NRCB5_SUB160                      XDetRef                 984.5               1012.62       28.120000     2.7770
NRCB5_SUB160                      YDetRef                1028.5               1028.13        0.370000     0.0360
NRCB5_SUB160                      XSciRef                  80.5                 80.62        0.120000     0.1488
NRCB5_SUB160                      YSciRef                  80.5                 80.87        0.370000     0.4575
NRCB5_SUB160                    XSciScale            0.06286624            0.06285884        0.000007     0.0118
NRCB5_SUB160                    YSciScale            0.06316378            0.06315676        0.000007     0.0111
NRCB5_SUB160                        V2Ref            -86.968552            -88.736251        1.767699     1.9921
NRCB5_SUB160                        V3Ref           -491.749084           -491.723841        0.025243     0.0051
NRCB5_SUB160                  V3IdlYAngle           -0.02630268           -0.00751655        0.018786    71.4229
NRCB5_SUB160                  V3SciXAngle          -89.94719574          -89.93137938        0.015816     0.0176
NRCB5_SUB160                  V3SciYAngle           -0.02630268           -0.00751655        0.018786    71.4229
NRCB5_SUB160                    XIdlVert1               -5.0344               -5.0413        0.006900     0.1369
NRCB5_SUB160                    XIdlVert2                5.0339                5.0259        0.008000     0.1589
NRCB5_SUB160                    XIdlVert3                5.0245                5.0164        0.008100     0.1612
NRCB5_SUB160                    XIdlVert4               -5.0249               -5.0318        0.006900     0.1371
NRCB5_SUB160                    YIdlVert1               -5.0625               -5.0851        0.022600     0.4444
NRCB5_SUB160                    YIdlVert2               -5.0456               -5.0687        0.023100     0.4557
NRCB5_SUB160                    YIdlVert3                5.0578                5.0336        0.024200     0.4785
NRCB5_SUB160                    YIdlVert4                 5.047                5.0233        0.023700     0.4696
NRCB5_SUB160                   Sci2IdlX10   0.06286617614665659   0.06285878945983966        0.000007     0.0117
NRCB5_SUB160                   Sci2IdlX20 -1.315086498680819e-07 -1.224432687529889e-07        0.000000     6.8934
NRCB5_SUB160                   Sci2IdlX21 -7.392294733006728e-07 -7.388769546746962e-07        0.000000     0.0477
NRCB5_SUB160                   Sci2IdlX22 9.741272703063647e-08 1.003474334207025e-07        0.000000     2.9245
NRCB5_SUB160                   Sci2IdlX30  1.06184443924612e-10 1.062682292259068e-10        0.000000     0.0788
NRCB5_SUB160                   Sci2IdlX31 6.359009736482314e-12 6.073528914650844e-12        0.000000     4.4894
NRCB5_SUB160                   Sci2IdlX32 1.094267420947563e-10 1.094360757798755e-10        0.000000     0.0085
NRCB5_SUB160                   Sci2IdlX33 1.966915366098446e-12 1.937163241071488e-12        0.000000     1.5126
NRCB5_SUB160                   Sci2IdlX40 8.857708961622118e-16 6.273791320698734e-16        0.000000    29.1714
NRCB5_SUB160                   Sci2IdlX41 -3.811983544275173e-15 -3.787611545923705e-15        0.000000     0.6394
NRCB5_SUB160                   Sci2IdlX42 -8.423341531437808e-17 4.339208554654301e-16        0.000000   119.4122
NRCB5_SUB160                   Sci2IdlX43 -2.277161809044631e-15 -2.413819369573844e-15        0.000000     5.6615
NRCB5_SUB160                   Sci2IdlX44 3.442992244500114e-16 4.119605309547416e-16        0.000000    16.4242
NRCB5_SUB160                   Sci2IdlX50 -1.841253827180638e-18 -1.841473976542874e-18        0.000000     0.0120
NRCB5_SUB160                   Sci2IdlX51 1.756201082110659e-19 1.756205827213113e-19        0.000000     0.0003
NRCB5_SUB160                   Sci2IdlX52  6.17174281824695e-18 6.170869566623277e-18        0.000000     0.0141
NRCB5_SUB160                   Sci2IdlX53 -2.491934953550144e-18 -2.490456465004957e-18        0.000000     0.0593
NRCB5_SUB160                   Sci2IdlX54 2.498632239451196e-18 2.498497354015389e-18        0.000000     0.0054
